,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
92,0.517,0.0695,106.996,0.0375,0.17,0.00549,0.898,312587,-10.897,0.786,5APtMcc2hQv61LqoOrMv0O,Relaxing
93,0.843,0.107,133.131,0.218,0.103,4.42e-05,0.607,252632,-8.15,0.582,0t0mHozF8Xsif9w8bemh9D,Relaxing
94,0.679,0.0589,99.702,0.214,0.256,0.000325,0.498,236500,-7.252,0.743,0fGclndst25Qqy8j4u5De5,Relaxing
95,0.948,0.19,111.028,0.199,0.447,2.51e-05,0.837,260698,-5.135,0.825,7n5Jcqw85WSfJHrMXsk5N2,Relaxing
96,0.902,0.108,117.994,0.043,0.146,3.13e-06,0.831,232752,-6.342,0.812,7wWyH292esGxe9QF7cOJJq,Relaxing
97,0.641,0.187,119.923,0.0335,0.0654,1.84e-05,0.823,300960,-9.838,0.939,4OdyM8G5se89nlqvHWIUgn,Relaxing
98,0.412,0.203,139.875,0.128,0.562,0.0,0.617,237793,-9.578,0.66,066zM9sFYBE7Byy1UsRwiB,Relaxing
99,0.581,0.125,149.984,0.0553,0.106,0.0,0.568,355207,-13.044,0.468,6rZSYvC4KUK1wjJWwHXsce,Relaxing
0,0.631,0.074,119.973,0.0353,0.624,0.0144,0.638,332711,-6.993,0.46,7tMn4y7eBEMcUFIWZPaHCM,Sad
1,0.67,0.0975,93.993,0.064,0.445,1.74e-06,0.62,368389,-5.795,0.46,6rtFjXnM19hFLm9sK2cUaz,Sad
2,0.535,0.148,93.021,0.0282,0.557,0.0,0.527,209032,-6.825,0.158,4Ndcwn2iAt1MdU6lpw24ZQ,Sad
3,0.513,0.123,95.015,0.0294,0.373,6.5e-06,0.47,284784,-10.076,0.477,6sPW145Y3LSXd4p1LjBOcS,Sad
4,0.619,0.146,90.034,0.0344,0.372,7.67e-06,0.549,251787,-6.924,0.407,6zdikHQs2PBFgGIZBxqOeV,Sad
5,0.683,0.252,124.931,0.0347,0.405,0.0,0.575,273449,-3.583,0.623,10eHq0shtqQxcBDggf0kxy,Sad
6,0.65,0.228,94.988,0.0349,0.573,2.97e-05,0.483,276400,-6.752,0.637,1zAkNzJZVPrWDCnowb1vpZ,Sad
7,0.643,0.103,92.939,0.0448,0.454,0.000673,0.679,364787,-4.881,0.336,7azzyq35RefxY6Ng5uFbyO,Sad
8,0.399,0.171,108.883,0.0267,0.81,0.000603,0.534,357560,-8.84,0.212,72L76gSR9yAkjSRlsj15Sz,Sad
9,0.306,0.207,102.659,0.0403,0.82,0.00544,0.451,302600,-6.325,0.262,0uVrPeEM1Q02sbGA3zJ3CC,Sad
10,0.648,0.382,107.978,0.0392,0.449,0.0,0.591,301863,-7.556,0.423,6XmBh5HSdVzEAaqzEftL9t,Sad
11,0.641,0.0673,119.996,0.0331,0.274,1.61e-05,0.661,284373,-7.039,0.538,50tSJbvj1bcvarL6rttvLQ,Sad
12,0.603,0.184,158.125,0.0367,0.558,0.0,0.261,352711,-6.733,0.207,7mLEUzAulFygMchoGMrP8E,Sad
13,0.53,0.108,139.878,0.0343,0.677,0.0,0.594,228214,-6.491,0.32,1hhLL2eWsnPtYCdDjbiRIU,Sad
14,0.498,0.237,99.021,0.0291,0.314,2.03e-05,0.341,324000,-7.466,0.384,6I1nER2VxG6uyodGFnVswe,Sad
15,0.351,0.35,124.011,0.0491,0.193,1.46e-06,0.837,326960,-14.189,0.462,3BWDyIgqYJtK1DH7cpXzdF,Sad
16,0.496,0.399,109.935,0.0277,0.431,0.0,0.574,205947,-7.153,0.61,2MwCoo4GeXpi8soWn9EiPo,Sad
17,0.432,0.119,76.499,0.0278,0.818,7.61e-06,0.563,198250,-7.862,0.348,2GYzXSeNa3Y0BfIfS1VJj3,Sad
18,0.158,0.139,109.968,0.036,0.947,0.0258,0.662,207273,-17.182,0.167,4ZVH5KGVB8g4EpMTVLyogw,Sad
19,0.588,0.131,135.84,0.0323,0.551,6.18e-06,0.614,254453,-6.155,0.431,3mFCOJxMugGr2q7KyNG0Zj,Sad
20,0.343,0.124,103.961,0.0438,0.207,0.0,0.545,365924,-13.671,0.416,5LND6uMgE2QUse43kHdMPn,Sad
21,0.442,0.0922,73.963,0.043,0.716,0.000788,0.57,268456,-9.656,0.53,0aI4SOX8BknvAfOs607FlV,Sad
22,0.596,0.247,110.055,0.0278,0.293,3.67e-05,0.665,264507,-6.969,0.644,0xttqqTj7ZAGyVkfOYxQ4F,Sad
23,0.759,0.207,141.126,0.0336,0.245,2.84e-05,0.609,356942,-9.422,0.802,6vZj02bcQqLTYRAi4jRkw7,Sad
24,0.725,0.0922,91.877,0.0466,0.38,4.62e-06,0.62,235733,-5.606,0.706,3re0HrBkLNV2lfHoTtSOgy,Sad
25,0.464,0.0457,108.994,0.0254,0.716,0.0112,0.697,362533,-8.832,0.382,4ccJUGIKd3Ul2IUYetNlWB,Sad
26,0.774,0.131,142.032,0.0569,0.843,0.0,0.455,243373,-7.744,0.215,4beibTdsFNXHq7bosci34R,Sad
27,0.748,0.373,129.857,0.0317,0.254,0.0,0.642,269772,-3.347,0.386,1iw1gPykVHNROJnE3eCPeP,Sad
28,0.44,0.0855,147.073,0.0913,0.677,1.2e-06,0.702,335787,-10.756,0.448,1lqdPJz24AiFWeo3arwPXR,Sad
29,0.531,0.105,89.901,0.0593,0.555,3.8e-06,0.43,220667,-6.841,0.662,44rACEqujZpuVCyCum2Jvy,Sad
30,0.235,0.107,82.511,0.0411,0.891,2.98e-06,0.331,275504,-13.816,0.252,5KW8kOHmXqkDEdj6JyP3dJ,Sad
31,0.306,0.0907,135.857,0.0415,0.715,0.00364,0.684,275043,-10.925,0.404,46h1M5rPglAU1Sgkd0Thmo,Sad
32,0.381,0.173,94.509,0.0254,0.775,0.0,0.553,257143,-6.173,0.213,2moQ16Jfirklpcqs28t0eS,Sad
33,0.384,0.0924,140.041,0.0284,0.814,0.0,0.609,327680,-8.417,0.553,6Nrcc2kaZ5j0ZjLWNkh7YC,Sad
34,0.479,0.16,82.819,0.0333,0.613,4.98e-05,0.654,265227,-8.994,0.522,5ADDAlD9F7outIEPDqNX8K,Sad
35,0.424,0.169,119.823,0.0359,0.844,0.00381,0.589,396467,-12.006,0.561,7hMKAmUlUUYa5qEiHWK4bk,Sad
36,0.434,0.175,111.94,0.0306,0.68,0.0134,0.655,362893,-8.585,0.509,4zTC9Wy4tMWvXeRaJwTHqH,Sad
37,0.776,0.197,100.247,0.0373,0.0268,0.0674,0.659,309000,-8.0,0.669,7mAmuoXcbyjXz4rTHEOCiG,Sad
38,0.511,0.203,123.958,0.0293,0.932,5.4e-05,0.642,85763,-7.383,0.763,7BEymcOfmrFngDh0mpRdtS,Sad
39,0.426,0.0654,93.012,0.0259,0.362,0.000138,0.702,326667,-10.732,0.425,0Bmsyr5cSBRdls7yFswkhL,Sad
40,0.314,0.07,79.43,0.0363,0.933,0.0567,0.329,260989,-11.723,0.316,2MOT0HW0Ncuc5zwvbM7QsI,Sad
41,0.532,0.103,136.962,0.0365,0.286,0.0016,0.747,374760,-8.897,0.634,2DnfC8ghXPQgn1SKPCCL6S,Sad
42,0.386,0.348,100.012,0.0315,0.746,0.00269,0.658,367747,-9.91,0.295,0f6cGe7JVOKXfTUZCvj43L,Sad
43,0.609,0.2,159.94,0.0283,0.568,0.000125,0.487,265500,-4.888,0.502,0249Wjt2twxjF96oTWgnkr,Sad
44,0.446,0.147,119.994,0.0321,0.486,0.00102,0.822,320960,-8.899,0.654,5TL3UHuEBRMPbAIAOiPJmc,Sad
45,0.485,0.122,175.991,0.0348,0.7,3.28e-05,0.389,416320,-8.961,0.249,7mMkw0JFKnyMS6oGRT6b3O,Sad
46,0.438,0.0862,82.012,0.164,0.0303,9.79e-06,0.766,360880,-13.101,0.331,3kjpq6QXeJTgPbC1ed8wql,Sad
47,0.293,0.132,143.804,0.0431,0.595,0.0154,0.694,299147,-16.278,0.637,3vxy9D4qd7TO4j6Gi2zmXo,Sad
48,0.589,0.33,116.96,0.0409,0.348,0.0,0.763,338013,-6.832,0.675,6rfAckUvNdbuSC1gFaVhDP,Sad
49,0.492,0.0907,99.006,0.031,0.0677,4.61e-05,0.662,400039,-13.155,0.84,6A8qLwIBgBSToqVv5dNb1q,Sad
50,0.505,0.084,144.82,0.0433,0.691,0.0,0.63,278069,-7.359,0.367,6t7XOZk8Hv07QJOZVHekFv,Sad
51,0.603,0.188,155.004,0.0405,0.378,0.0,0.527,304597,-3.925,0.36,5MXLGqsMbHMTKbuOOGbeGn,Sad
52,0.293,0.15,119.949,0.0303,0.901,0.425,0.55,178482,-12.413,0.321,55OWBVrrcsWEqs56IG8YIw,Sad
53,0.2,0.113,87.879,0.0321,0.849,0.00176,0.188,64286,-14.561,0.104,1Uxuizxwr1ODjC9RTiisz2,Sad
54,0.595,0.0813,144.859,0.0273,0.262,0.0,0.489,223327,-3.788,0.459,3XtgjDkVhXeGTXmNtHnwpx,Sad
55,0.524,0.128,138.047,0.0448,0.873,3.02e-06,0.647,228467,-10.385,0.37,1cBKMfO9pqwMhD2CdgiET7,Sad
56,0.775,0.353,165.921,0.12,0.348,0.0,0.688,237840,-6.527,0.531,1iBfQrxw57zfukQ43rFEWW,Sad
57,0.53,0.116,95.971,0.0327,0.412,4.97e-06,0.69,327067,-8.95,0.307,6dOmP7QmrdpsiEA8omsOEt,Sad
58,0.324,0.151,129.932,0.0321,0.923,3.35e-05,0.638,87133,-7.787,0.446,5jXrULyYKHjkAMk4TXZFoG,Sad
59,0.551,0.178,136.899,0.0612,0.394,0.0,0.628,315213,-6.841,0.385,4HDzsx1dJKbuL0YkffBuBm,Sad
60,0.727,0.103,93.022,0.0793,0.258,0.0,0.757,208871,-6.001,0.756,0CHCU726JnK7AIdbqrzN9Y,Sad
61,0.494,0.123,123.992,0.0321,0.192,1.48e-05,0.795,271080,-8.961,0.392,2wSUsJrOAumEm65TWE1jw3,Sad
62,0.522,0.0944,149.825,0.0461,0.695,8.94e-06,0.618,296813,-7.94,0.356,4co1QFnOx9cpKRp3Ru6eJF,Sad
63,0.554,0.0933,112.488,0.0328,0.601,6.3e-06,0.421,288701,-7.251,0.305,0jx2IWFfbYU4LPnQ3J36Ps,Sad
64,0.42,0.0976,139.905,0.0274,0.741,0.000257,0.651,253583,-8.341,0.159,1AbSrAwrzuC3FcDXoYi3ED,Sad
65,0.522,0.0987,120.02,0.0383,0.139,3.3e-06,0.739,277853,-8.587,0.33,0DAGFNb2Mn8jYt69rcRnsY,Sad
66,0.789,0.132,82.84,0.0337,0.501,0.0,0.58,294040,-2.703,0.393,33d0aCkd8fJUtnLTNLDOxV,Sad
67,0.534,0.0952,100.01,0.0447,0.113,1.35e-05,0.713,296900,-7.622,0.285,3kfu3KKaiTAfohtpWq1tew,Sad
68,0.426,0.11,114.945,0.0742,0.418,2.23e-05,0.803,274853,-11.54,0.556,6Z8oU8xMOie24Cflh2Sw6p,Sad
69,0.588,0.118,119.99,0.0311,0.431,0.00124,0.805,264532,-5.786,0.518,3tOR1zae8trHZweUByE0Zv,Sad
70,0.399,0.169,98.025,0.0325,0.916,0.0,0.581,124997,-9.322,0.183,16ASkQZ0cTrSdUYU1TB2nt,Sad
71,0.361,0.151,103.0,0.0298,0.565,0.119,0.718,316680,-9.74,0.446,13wIQbwSuQ4YFvDvtQgSVc,Sad
72,0.577,0.108,135.087,0.0336,0.602,2.24e-05,0.559,222873,-6.975,0.176,10qd1qV1V08UqwYvTKyUQm,Sad
73,0.277,0.0957,139.262,0.0326,0.908,2.94e-05,0.412,298733,-11.399,0.152,6Kj9YBTJ7n0JBBZrfoXWeG,Sad
74,0.722,0.285,94.918,0.0811,0.0115,5.5e-05,0.625,410509,-8.0,0.557,6DD8aywHov4nwciGoit0pJ,Sad
75,0.413,0.105,121.288,0.0357,0.976,0.0584,0.555,221707,-11.929,0.678,1QS8XCYSZ4wqTRPySHae3t,Sad
76,0.731,0.0746,80.99,0.0597,0.0811,0.0255,0.77,348291,-9.328,0.856,1ZyAks0EvxxXLNWci5bTUs,Sad
77,0.517,0.217,77.514,0.039,0.481,2.49e-05,0.67,284480,-6.963,0.615,6dZCuf6SGn2rh9q94JBLlv,Sad
78,0.188,0.0954,144.178,0.0284,0.783,0.725,0.459,193147,-13.793,0.212,3nSFnhbVEVvxFi7hhA5Nln,Sad
79,0.296,0.0954,82.975,0.0272,0.569,0.00151,0.471,263576,-10.081,0.267,3fwcv1Wd0Ry35gvWiELG0e,Sad
80,0.743,0.0964,90.009,0.036,0.252,1.2e-05,0.623,360962,-5.288,0.572,5qggtVXo4wCwDygSKnBCyS,Sad
81,0.497,0.116,142.499,0.0371,0.472,0.0,0.715,308243,-9.914,0.396,00bHxCcteaAJhU5WiP1mtf,Sad
82,0.444,0.242,119.774,0.0458,0.412,6.99e-05,0.585,240637,-9.969,0.233,0r1ppERo8Mp5iKg3lANvnB,Sad
83,0.454,0.0736,133.825,0.0755,0.497,3.83e-05,0.594,318493,-9.422,0.705,1wIfq9Zul77qAtokyLTlXr,Sad
84,0.364,0.0904,149.819,0.03,0.893,7.88e-05,0.504,208440,-9.277,0.365,6H1hnJRQOGQ9djPL3jNu9G,Sad
85,0.447,0.0738,119.98,0.0343,0.67,9.19e-05,0.858,213520,-7.917,0.256,3c1tJAYgROZEdqRfm7Wsny,Sad
86,0.585,0.115,99.835,0.0328,0.519,5.05e-06,0.569,339443,-9.321,0.375,6l3RKE4oK38heIVnR0C5MI,Sad
87,0.271,0.0887,79.743,0.029,0.869,1.44e-05,0.377,298627,-13.725,0.172,7rU7uLC3OCfxCe7Hhh6FXj,Sad
88,0.722,0.102,90.044,0.0396,0.327,5.95e-06,0.675,274129,-3.463,0.438,2cFWFZDESQC4XLJv7C6FEr,Sad
89,0.395,0.127,95.005,0.034,0.233,0.0,0.709,220000,-11.521,0.495,0h6Xsod0tukW1ZKGiqaEqx,Sad
90,0.356,0.08,142.963,0.0313,0.779,0.0,0.501,345513,-6.083,0.393,4ZhLR60lXQNwzWsLbBrMcp,Sad
91,0.661,0.111,108.03,0.0335,0.388,0.0,0.405,266251,-4.897,0.583,6PmFCzYt9fJlh1MlKLcpFs,Sad
92,0.476,0.092,142.411,0.0369,0.83,0.257,0.685,97000,-9.573,0.601,2dnAqKYsZRuNVOJ9OVH7Ov,Sad
93,0.408,0.115,182.961,0.0629,0.575,0.0,0.329,268684,-10.672,0.408,2gp0OtnltLdrcNhKHVL2qM,Sad
94,0.591,0.133,128.056,0.0292,0.463,0.0,0.536,185216,-5.377,0.347,0jCZ3xX2xZTWMUnQMk1Vig,Sad
95,0.497,0.14,115.998,0.0411,0.183,0.00019,0.698,156036,-11.646,0.643,1p3Cz7EkC6KtMTeART4ysv,Sad
96,0.482,0.0631,120.084,0.028,0.0652,0.0,0.518,241416,-4.645,0.227,6gYhbcXroSeoBAG0spjl7M,Sad
97,0.241,0.116,114.917,0.03,0.914,0.000246,0.511,298856,-13.242,0.174,0Cgc64Oj8k5AgeeiOGvh8U,Sad
98,0.253,0.112,93.112,0.0263,0.864,2.2e-06,0.472,132500,-10.554,0.245,6Eld5DFrem6tfHUY4gCmh3,Sad
99,0.475,0.313,92.374,0.0249,0.608,0.0,0.514,267280,-5.202,0.164,3Uo9rRELbWvuIvTBPL4KPq,Sad
0,0.652,0.391,109.989,0.0335,0.356,0.00272,0.741,326133,-7.066,0.578,1f8qyYxGtcBkFfB6jDK0C2,Happy
1,0.465,0.0675,102.989,0.0445,0.0554,0.0,0.823,355520,-13.877,0.957,0Gke2F402iPTgoqu5Sy71k,Happy
2,0.751,0.0892,109.008,0.0859,0.097,0.00024,0.83,265387,-8.085,0.824,5xz577hYQN7V0M8EzHnihX,Happy
3,0.374,0.0828,79.992,0.0348,0.758,0.000438,0.5,287786,-10.043,0.425,6nP69wy9Y1PonStmqt33uk,Happy
4,0.624,0.1,122.043,0.0351,0.339,3.54e-06,0.8,278971,-7.431,0.776,4ptumVX2K6QkvRAcVxRWpS,Happy
5,0.517,0.109,104.015,0.0283,0.115,1.83e-06,0.755,413425,-9.557,0.292,4g9VvOS1WpFp2FZVSzvIZA,Happy
6,0.576,0.662,55.817,0.647,0.873,3.39e-05,0.825,38272,-7.978,0.945,58Ga8u1RpcCRFyIyX0Q93x,Happy
7,0.657,0.0714,114.985,0.0345,0.663,0.0,0.654,308000,-8.806,0.586,6TEPHCFsVz4C0giqDPRFmO,Happy
8,0.593,0.121,124.074,0.0769,0.321,1.22e-06,0.527,285147,-4.924,0.572,03NMsU02fre2sqTXncIO77,Happy
9,0.859,0.185,92.934,0.2,0.331,0.0,0.777,353227,-4.798,0.615,1YzMEit17ItUmqSgqyyal0,Happy
10,0.595,0.127,83.994,0.0361,0.201,0.0,0.662,347133,-6.71,0.19,31v5nWF1DsCwt8lzJWp579,Happy
11,0.663,0.112,96.968,0.0486,0.0701,1.04e-05,0.697,242629,-7.246,0.407,5D507IC1VOAg7bKkmOblr6,Happy
12,0.591,0.105,125.056,0.0313,0.713,3.74e-05,0.721,331349,-4.977,0.675,3wFVhGanaf6riKRxsS55T7,Happy
13,0.488,0.227,99.993,0.0486,0.703,0.000415,0.828,324827,-7.282,0.863,6TXWHy6JJ5n42KFYJ8Fhps,Happy
14,0.526,0.0928,98.031,0.0359,0.665,0.0731,0.691,253733,-9.985,0.591,53Q4NAkOrshSsKdg1ZdfWX,Happy
15,0.806,0.158,102.906,0.0483,0.185,1.01e-06,0.756,373320,-5.318,0.719,5u3YzEQR2JaJtNZUXFVTDO,Happy
16,0.508,0.0934,150.1,0.0483,0.751,1.99e-05,0.7,300493,-8.461,0.376,70B5h4N91r4FSPcMxZcxOF,Happy
17,0.529,0.0921,129.955,0.0309,0.194,3.96e-06,0.602,277152,-6.332,0.184,5d411cVmXwVX8529D9CCqF,Happy
18,0.475,0.313,92.374,0.0249,0.608,0.0,0.514,267280,-5.202,0.164,3Uo9rRELbWvuIvTBPL4KPq,Happy
19,0.389,0.103,134.976,0.0336,0.509,7.8e-06,0.647,313533,-10.35,0.436,5KJSI1MjQeXEBHBYMjgP41,Happy
20,0.659,0.168,94.817,0.0477,0.0905,3.98e-05,0.473,272827,-9.292,0.368,3yU77f8CS1rcZE4gqxQCKO,Happy
21,0.545,0.182,79.871,0.0691,0.605,0.0,0.641,362281,-6.958,0.563,0ejiYX5PkX6uLFFHnPCQVi,Happy
22,0.796,0.105,128.95,0.0483,0.193,0.0,0.711,296600,-7.348,0.763,3x4mCUTDeLGS7MQzsTcUV6,Happy
23,0.502,0.094,91.853,0.0405,0.675,1.67e-05,0.471,392080,-6.989,0.522,16jOVIIrpo7XV8KOnx4ZwX,Happy
24,0.513,0.0735,113.988,0.0365,0.231,0.00855,0.801,343333,-7.826,0.581,2fsRouU9GgRh1jeObvYhBh,Happy
25,0.53,0.116,95.971,0.0327,0.412,4.97e-06,0.69,327067,-8.95,0.307,6dOmP7QmrdpsiEA8omsOEt,Happy
26,0.561,0.0986,97.016,0.0374,0.202,0.0,0.768,318267,-9.388,0.449,6vztfVJ1lTWe23YMNv6Pk1,Happy
27,0.824,0.0843,134.039,0.102,0.0584,0.00328,0.889,234150,-4.042,0.948,611QnjOnwI00lK2PhvoEE1,Happy
28,0.828,0.106,103.021,0.0987,0.203,0.00155,0.774,235693,-5.443,0.96,5TQVxYuEm8BKgZVlYYRcbT,Happy
29,0.479,0.195,143.974,0.0307,0.36,0.0,0.694,369774,-8.918,0.735,6ghhnw1yxO8uev7BxdWjbN,Happy
30,0.817,0.0931,88.02,0.0434,0.416,0.0,0.697,302293,-5.268,0.728,3720iQGNwm3jQXi7Uac7b8,Happy
31,0.517,0.0695,106.996,0.0375,0.17,0.00549,0.898,312587,-10.897,0.786,5APtMcc2hQv61LqoOrMv0O,Happy
32,0.41,0.0883,168.061,0.0455,0.27,0.00548,0.696,314440,-9.455,0.708,3mgu1ZvnUUDDl2lDFdrKaI,Happy
33,0.811,0.163,158.06,0.165,0.0787,0.000685,0.749,271859,-4.78,0.731,5Jml65AGQGRhNr1SEqNnW3,Happy
34,0.728,0.0848,86.978,0.121,0.0205,1.5e-06,0.658,385787,-7.765,0.67,5R2H02qNrNVdcc4R9In88i,Happy
35,0.562,0.0876,96.03,0.0339,0.157,0.0,0.754,299440,-4.815,0.562,4MjI2yUCVS8bReGNHNGGD4,Happy
36,0.675,0.187,139.997,0.0363,0.779,0.00113,0.756,270187,-6.742,0.85,4Qo48d2lrzBgcWk1DVsmap,Happy
37,0.731,0.0817,105.008,0.133,0.103,0.000318,0.893,293053,-5.547,0.829,3gYaRahsGcKXZuaY4IaCWA,Happy
38,0.58,0.0666,140.04,0.0287,0.71,0.939,0.475,171550,-6.439,0.407,1ZZyq71CaRuxRwclKcCH3d,Happy
39,0.326,0.106,134.545,0.0585,0.72,0.00201,0.457,244475,-12.003,0.331,7jfJuiJlYgMqSumcOzV7XT,Happy
40,0.588,0.167,94.929,0.0311,0.574,0.0443,0.514,239055,-7.433,0.499,58UL0Wq1AOKkwEaLTTGMxa,Happy
41,0.441,0.0994,140.055,0.0386,0.907,0.00664,0.43,190864,-12.672,0.51,3JKUAwsgSGmUhz7IQg1zfc,Happy
42,0.715,0.26,157.69,0.0456,0.138,0.0,0.399,237067,-4.68,0.3,54lWhyO1mesDCvdQXiafu0,Happy
43,0.46,0.0751,84.994,0.0614,0.0952,1.06e-06,0.745,322013,-9.92,0.802,7JqpYvigO9X4QY3W9QTArZ,Happy
44,0.709,0.167,102.999,0.0502,0.154,1.46e-06,0.692,310707,-10.778,0.714,00PXj8pxWLJ3apEnCPJTNI,Happy
45,0.545,0.113,108.011,0.0387,0.0852,5.11e-05,0.811,368053,-8.673,0.786,3dtn58YibpSmNtH4KHuIX9,Happy
46,0.482,0.109,119.989,0.108,0.771,0.00023,0.632,218173,-7.934,0.746,384x7qDzho8phQt5NoCofh,Happy
47,0.864,0.12,176.977,0.0508,0.4,0.0,0.551,309282,-8.356,0.869,2YizXquxf0NS3Hxow7UdxY,Happy
48,0.426,0.0654,93.012,0.0259,0.362,0.000138,0.702,326667,-10.732,0.425,0Bmsyr5cSBRdls7yFswkhL,Happy
49,0.371,0.101,129.871,0.0291,0.891,0.000114,0.501,275093,-11.093,0.286,5PNZX8yqzqqAMPpl3UAoaP,Happy
50,0.641,0.187,119.923,0.0335,0.0654,1.84e-05,0.823,300960,-9.838,0.939,4OdyM8G5se89nlqvHWIUgn,Happy
51,0.496,0.112,82.008,0.0479,0.74,0.000347,0.699,283907,-7.88,0.75,4LIJn3SG7mCCNKQc6vyy5S,Happy
52,0.705,0.0878,75.031,0.0364,0.499,0.000124,0.608,324373,-5.525,0.733,5DYfTyqUNBmOnQtljQjYk2,Happy
53,0.595,0.0813,144.859,0.0273,0.262,0.0,0.489,223327,-3.788,0.459,7fttjqzmvgvpRQoOzyYng3,Happy
54,0.65,0.228,94.988,0.0349,0.573,2.97e-05,0.483,276400,-6.752,0.637,1zAkNzJZVPrWDCnowb1vpZ,Happy
55,0.631,0.074,119.973,0.0353,0.624,0.0144,0.638,332711,-6.993,0.46,7tMn4y7eBEMcUFIWZPaHCM,Happy
56,0.411,0.111,94.96,0.113,0.737,0.0173,0.758,291413,-12.704,0.597,23Vtq1pcWGzt9ZIdaATIHr,Happy
57,0.419,0.097,92.015,0.031,0.295,5.74e-06,0.68,329280,-9.157,0.181,73dPMLKVaaOSS0TWe8oNmw,Happy
58,0.478,0.118,93.418,0.0274,0.569,0.000371,0.643,329840,-9.376,0.317,6old0mA1IHi5lw2yLv3ri6,Happy
59,0.532,0.103,136.962,0.0365,0.286,0.0016,0.747,374760,-8.897,0.634,2DnfC8ghXPQgn1SKPCCL6S,Happy
60,0.578,0.0916,136.882,0.0323,0.53,0.0,0.607,221253,-4.412,0.724,2RIycFyOBFSUKD8rPJ6nLD,Happy
61,0.597,0.226,132.91,0.041,0.464,0.0,0.706,183533,-7.045,0.41,06urexU7lv41RDdLnMzChi,Happy
62,0.641,0.174,100.019,0.035,0.224,0.0,0.67,314504,-5.956,0.345,2b9vrq9uexGqfbzwjLFjkd,Happy
63,0.446,0.147,119.994,0.0321,0.486,0.00102,0.822,320960,-8.899,0.654,5TL3UHuEBRMPbAIAOiPJmc,Happy
64,0.808,0.0765,119.963,0.12,0.0803,0.00903,0.47,345560,-3.518,0.549,0j5PDjpBsLIEQdRVSoXFBv,Happy
65,0.834,0.108,103.012,0.137,0.164,0.00021,0.876,245629,-4.653,0.788,43zT3oDEP3I5FiZWugfqCZ,Happy
66,0.735,0.0188,158.031,0.306,0.419,7.69e-06,0.792,280213,-6.385,0.967,4GhKHdOTM0Nvf2pN7cqRnC,Happy
67,0.512,0.124,167.93,0.208,0.117,0.0,0.594,299498,-12.623,0.585,41DyOdvMzFtx4KxtOQlcyV,Happy
68,0.862,0.339,100.048,0.0934,0.245,0.0,0.667,220800,-7.545,0.588,0GIvaUq2zX44ukvc0kDIPb,Happy
69,0.34,0.0956,115.063,0.037,0.789,0.0,0.643,266733,-7.919,0.495,2FEOW0RtOrgrhOn4N0DFzy,Happy
70,0.386,0.348,100.012,0.0315,0.746,0.00269,0.658,367747,-9.91,0.295,0f6cGe7JVOKXfTUZCvj43L,Happy
71,0.515,0.175,141.035,0.0745,0.638,1.32e-06,0.681,291016,-11.644,0.757,6Xejo9F1hr17aXInilcKZ7,Happy
72,0.607,0.313,157.417,0.0676,0.587,6.34e-06,0.595,271000,-7.291,0.478,668ZUFIUNRyIqOORiCfFY3,Happy
73,0.63,0.208,121.925,0.0374,0.268,0.0,0.818,306403,-8.172,0.824,2dC79mSk0SJlp1IXDBa1gq,Happy
74,0.9,0.321,142.018,0.165,0.0904,4.74e-06,0.734,320853,-4.69,0.826,7yOB0xjipPQDlcGj5PWo7I,Happy
75,0.541,0.121,129.968,0.0271,0.451,2.64e-06,0.58,276250,-5.646,0.413,6R0FwF48PO2BrdZpLeWi42,Happy
76,0.554,0.145,104.964,0.0303,0.505,0.0,0.679,282853,-7.078,0.501,22j70a4klVj3X3zWTGOsfp,Happy
77,0.826,0.139,73.226,0.0721,0.493,0.0,0.403,303750,-5.01,0.358,0ogQLrVggiaPUbHmRX5LqY,Happy
78,0.772,0.0584,149.989,0.0696,0.0155,1.97e-05,0.717,262800,-6.545,0.757,7pylid8gg0SUJUzieuaGBJ,Happy
79,0.691,0.0596,120.004,0.0588,0.29,0.00555,0.891,267120,-9.417,0.666,5PGMCQZR2AnFXSYvUxVb30,Happy
80,0.844,0.0979,119.994,0.0385,0.118,0.0123,0.793,295907,-8.593,0.591,3afXqR9J58wEFEO0rXsjKr,Happy
81,0.735,0.107,119.969,0.0322,0.37,0.0165,0.706,340067,-7.564,0.827,18ONQnZsstfBATeq0yusPN,Happy
82,0.64,0.0937,84.987,0.0321,0.167,0.00116,0.639,292960,-8.381,0.366,3XEoa8R8XtnVV67uurLZsJ,Happy
83,0.654,0.123,122.049,0.0396,0.464,5.49e-05,0.732,322862,-7.583,0.724,3Bh8VEMG1ugQgDHsuxJkat,Happy
84,0.494,0.0797,125.969,0.0351,0.76,2.46e-06,0.546,292200,-10.597,0.268,4WyPaZn24aTEowohl4jHA3,Happy
85,0.504,0.333,113.974,0.0426,0.394,0.0,0.818,216137,-10.138,0.665,1prSracOhIM1HgZY27xAxr,Happy
86,0.624,0.0989,159.926,0.0381,0.0754,0.000762,0.717,254033,-7.096,0.472,3P6zRJ409f09GI1iNwjcpa,Happy
87,0.409,0.147,135.097,0.028,0.898,1.73e-05,0.529,246067,-7.828,0.486,6n8gWl0tiqrjsrytd24prO,Happy
88,0.881,0.0293,130.052,0.319,0.349,1.39e-06,0.61,283987,-5.691,0.836,34zlGDXsee8k2Prw24Oxdv,Happy
